Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.89;0.93;1.06;0.94;0.51;0.35;0.41;0.17;0.40;0.27;0.57;0.33;3.07
Price/Earnings;14.19;10.09;14.89;12.76;11.66;—;—;—;—;—;—;15.33;25.84
Price/Cash Flow;35.01;10.86;17.31;10.03;65.05;9.96;11.81;—;104.05;—;3.77;17.74;17.36
Price/Book;1.66;1.61;1.82;1.44;0.87;1.36;1.58;—;—;—;2.60;1.66;4.27
Price/Forward Earnings;11.24;9.69;13.64;11.15;7.21;6.05;9.66;5.11;7.65;36.90;41.84;13.18;—
PEG Ratio;0.86;0.88;2.73;2.03;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.05;9.91;6.72;7.84;8.58;-85.70;-7.83;-89.48;-13.53;-61.23;-41.95;-42.29;—
Enterprise Value (Bil);4.10;4.41;5.42;4.91;3.52;2.89;2.75;2.17;2.75;2.08;2.71;2.51;—
Enterprise Value/EBIT;10.02;7.34;11.24;9.43;11.84;—;—;—;—;21.12;20.15;5.87;—
Enterprise Value/EBITDA;7.80;5.98;8.68;7.17;7.57;—;19.20;—;25.04;8.79;8.39;1.38;—
