Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.92;1.45;1.95;1.65;0.70;1.03;0.83;0.89;0.79;0.50;0.81;0.81;1.50
Price/Earnings;11.73;8.23;12.54;11.12;6.19;9.35;8.63;6.65;11.07;—;77.07;14.68;24.83
Price/Cash Flow;10.73;6.75;8.93;11.25;6.73;5.25;3.87;4.02;4.12;2.24;3.61;4.00;11.13
Price/Book;2.73;1.84;2.56;2.09;0.75;0.96;0.73;0.68;0.59;0.45;0.72;0.69;1.87
Price/Forward Earnings;10.19;7.49;17.45;11.10;5.59;8.22;6.49;7.22;6.68;6.47;9.87;7.30;—
PEG Ratio;2.45;1.56;3.63;2.31;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.53;12.15;7.97;8.99;16.15;10.70;11.58;15.03;9.04;-3.75;-2.33;8.91;—
Enterprise Value (Bil);2.42;2.14;2.73;2.54;1.60;1.86;1.55;1.47;1.45;1.13;1.46;1.50;—
Enterprise Value/EBIT;10.33;8.13;10.58;10.14;7.69;9.62;8.68;8.71;9.42;28.38;36.75;12.57;—
Enterprise Value/EBITDA;8.13;6.52;8.13;7.69;5.42;9.62;8.68;5.65;5.70;7.45;9.64;7.29;—
