Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.44;1.82;2.66;2.94;2.39;3.24;4.08;3.78;4.53;6.20;7.05;4.40;3.07
Price/Earnings;14.23;11.52;16.29;17.15;15.27;19.98;22.85;7.25;18.92;30.62;30.00;19.03;25.84
Price/Cash Flow;7.84;6.56;9.84;11.34;9.68;10.79;13.27;11.56;13.57;16.76;18.69;13.27;17.36
Price/Book;2.35;1.99;2.79;2.72;2.08;2.53;3.24;2.59;3.29;4.01;4.63;3.11;4.27
Price/Forward Earnings;12.21;10.08;13.68;14.95;15.08;17.54;20.58;14.66;17.12;21.23;23.70;18.70;—
PEG Ratio;0.89;1.10;1.20;1.26;3.37;1.69;1.31;—;1.51;2.84;2.05;1.81;—
Earnings Yield %;7.03;8.68;6.14;5.83;6.55;5.01;4.38;13.80;5.29;3.27;3.33;6.34;—
Enterprise Value (Bil);30.93;27.43;36.62;41.28;34.25;40.67;50.62;50.50;61.45;71.26;79.41;55.73;—
Enterprise Value/EBIT;9.63;8.41;11.00;11.18;10.53;13.41;14.71;12.65;14.66;22.93;22.14;15.57;—
Enterprise Value/EBITDA;7.61;6.56;8.62;8.89;8.04;9.94;11.27;9.94;11.53;16.73;16.75;11.87;—
