Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.76;1.78;2.08;1.40;0.80;0.87;0.46;0.28;0.43;0.58;0.94;0.51;3.07
Price/Earnings;22.59;20.43;24.16;17.74;10.22;12.73;11.66;8.67;18.21;13.91;8.80;12.35;25.84
Price/Cash Flow;18.65;17.30;25.83;15.84;8.65;14.28;4.24;3.35;5.31;4.85;5.13;6.44;17.36
Price/Book;6.13;5.93;6.08;3.90;2.33;2.47;1.22;0.80;1.45;2.05;3.29;1.57;4.27
Price/Forward Earnings;18.38;16.75;21.23;17.54;10.73;12.08;13.07;8.08;12.50;22.83;—;13.81;—
PEG Ratio;1.16;1.00;1.27;1.17;1.13;1.51;—;—;—;—;—;1.35;—
Earnings Yield %;4.43;4.90;4.14;5.64;9.79;7.86;8.58;11.54;5.49;7.19;11.37;8.17;—
Enterprise Value (Bil);1.14;1.29;1.66;1.14;0.64;0.78;0.33;0.17;0.66;0.84;1.42;0.55;—
Enterprise Value/EBIT;13.01;11.67;14.13;10.06;5.54;7.39;5.53;3.73;17.33;8.73;6.17;8.11;—
Enterprise Value/EBITDA;11.30;10.44;12.67;8.86;4.83;6.29;4.00;2.39;9.61;6.71;5.45;9.26;—
