Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;10.05;10.69;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;108.80;57.23;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;44.99;78.53;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;12.67;9.54;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;112.36;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;4.52;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;0.92;1.75;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;1.31;1.65;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;84.79;44.06;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;43.11;30.45;—;—
