Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.41;0.32;0.36;0.39;0.33;0.24;0.24;0.15;0.21;0.31;0.40;0.23;3.07
Price/Earnings;19.72;15.75;17.56;17.72;14.80;12.47;12.93;7.27;11.39;16.13;10.23;11.94;25.84
Price/Cash Flow;15.11;15.77;12.97;15.59;13.48;10.13;10.45;5.29;6.85;4.92;5.36;7.25;17.36
Price/Book;2.47;2.84;3.01;3.40;2.92;2.20;2.14;1.23;1.45;1.74;2.51;1.71;4.27
Price/Forward Earnings;17.33;17.61;18.02;15.27;12.24;11.31;12.52;7.58;10.62;10.52;10.75;10.44;—
PEG Ratio;1.17;1.24;1.27;1.23;0.95;1.77;1.52;0.72;1.53;0.88;1.14;1.26;—
Earnings Yield %;5.07;6.35;5.70;5.64;6.75;8.02;7.73;13.75;8.78;6.20;9.77;9.12;—
Enterprise Value (Bil);6.58;6.82;7.80;8.71;8.75;7.61;7.49;5.73;6.87;7.87;9.74;7.03;—
Enterprise Value/EBIT;11.61;10.51;10.99;10.83;9.79;8.86;8.72;7.01;8.73;10.67;7.62;8.65;—
Enterprise Value/EBITDA;10.13;9.27;9.72;9.59;8.61;7.61;7.39;5.84;7.14;8.43;6.60;7.13;—
