Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.11;2.83;3.02;4.14;5.56;6.70;4.22;3.47;3.13;3.65;3.55;4.23;3.07
Price/Earnings;17.24;21.76;24.41;39.38;39.30;42.71;148.97;56.84;55.20;56.74;47.73;87.13;25.84
Price/Cash Flow;12.61;13.54;14.25;17.72;33.65;33.45;47.13;25.45;39.20;23.94;19.07;38.90;17.36
Price/Book;2.03;2.25;2.22;2.60;3.20;3.71;3.82;3.73;2.90;3.11;2.88;3.50;4.27
Price/Forward Earnings;16.84;20.00;19.61;31.15;26.88;29.15;33.00;23.58;23.42;26.53;30.03;29.92;—
PEG Ratio;1.20;2.00;1.96;3.11;—;1.42;2.09;1.73;10.46;6.07;3.89;4.95;—
Earnings Yield %;5.80;4.60;4.10;2.54;2.54;2.34;0.67;1.76;1.81;1.76;2.10;1.72;—
Enterprise Value (Bil);0.50;0.65;0.70;0.95;1.42;2.03;4.11;4.35;3.58;4.21;4.00;3.80;—
Enterprise Value/EBIT;9.41;10.69;12.26;21.84;19.06;21.37;100.49;57.55;43.74;46.72;37.77;80.96;—
Enterprise Value/EBITDA;7.02;8.16;9.18;15.02;15.34;17.79;44.16;29.06;21.74;22.99;19.80;32.15;—
