Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.37;0.33;0.33;0.30;0.30;0.10;0.23;1.44;0.94;1.01;1.98;0.78;1.50
Price/Earnings;8.38;9.68;10.34;22.73;—;—;—;—;—;—;—;25.27;24.83
Price/Cash Flow;3.69;4.48;3.99;5.36;25.39;—;—;—;114.77;27.68;18.38;56.50;11.13
Price/Book;1.01;0.74;0.75;0.61;0.78;0.46;8.96;6.97;9.56;—;8.22;6.29;1.87
Price/Forward Earnings;—;5.94;7.58;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.90;1.15;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.93;10.33;9.67;4.40;-51.54;-213.43;-64.21;-49.54;-2.36;-11.76;-10.81;-56.45;—
Enterprise Value (Mil);228.79;191.95;189.31;161.78;139.22;91.78;223.04;162.51;237.18;222.68;277.65;188.32;—
Enterprise Value/EBIT;1.33;8.13;9.23;11.90;—;—;—;—;131.77;—;95.21;-1.60;—
Enterprise Value/EBITDA;1.33;4.72;5.23;6.22;35.70;—;6.70;13.89;18.53;41.24;38.56;19.78;—
