Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.83;1.12;1.55;1.58;0.89;1.36;1.37;0.69;0.90;0.99;1.19;1.06;3.01
Price/Earnings;16.23;47.86;26.49;42.14;63.57;23.29;53.59;15.36;—;48.72;33.74;34.09;25.53
Price/Cash Flow;10.33;14.83;32.69;19.50;9.31;10.91;12.15;6.88;8.08;8.37;12.50;9.53;17.03
Price/Book;2.15;2.45;3.81;4.00;2.59;2.23;2.25;1.18;2.20;2.36;2.73;2.08;4.19
Price/Forward Earnings;11.85;13.66;17.33;15.24;8.99;15.70;12.77;—;11.96;13.46;15.67;12.38;—
PEG Ratio;1.14;1.52;1.92;1.69;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.16;2.09;3.78;2.37;1.57;4.29;1.87;6.51;-9.40;2.05;2.96;2.97;—
Enterprise Value (Bil);1.75;2.74;3.90;4.44;3.68;4.10;4.32;2.82;3.68;3.03;3.48;3.57;—
Enterprise Value/EBIT;10.30;48.06;21.38;26.41;28.86;18.44;24.22;10.45;—;23.71;23.71;18.69;—
Enterprise Value/EBITDA;7.91;23.56;14.28;16.74;13.70;11.06;13.27;6.73;84.17;12.66;13.87;15.44;—
