Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;0.92;0.94;0.88;0.75;0.80;—;1.15
Price/Earnings;—;—;—;—;—;—;—;17.51;24.75;22.60;20.22;—;18.18
Price/Cash Flow;—;—;—;—;—;—;4.09;4.01;3.16;3.22;3.04;—;7.96
Price/Book;—;—;—;—;—;—;2.40;2.24;2.27;2.03;2.20;—;1.75
Price/Forward Earnings;—;—;—;—;—;—;13.68;13.55;12.22;12.64;15.24;—;—
PEG Ratio;—;—;—;—;—;—;0.72;0.98;0.47;0.57;0.69;—;—
Earnings Yield %;—;—;—;—;—;—;-0.07;5.71;4.04;4.43;4.94;—;—
Enterprise Value (Bil);—;—;—;—;—;—;120.24;125.53;148.03;194.35;106.00;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;21.16;17.26;16.28;17.85;7.17;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;5.96;6.00;5.67;5.61;2.46;—;—
