Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.40;0.45;0.40;0.34;0.43;0.41;0.28;0.45;0.55;0.62;0.42;3.01
Price/Earnings;22.52;18.36;20.66;27.01;18.41;19.19;29.94;7.49;15.26;24.05;28.84;18.60;25.53
Price/Cash Flow;21.23;13.45;13.80;14.90;6.90;12.83;14.43;6.95;8.66;7.68;8.52;9.93;17.03
Price/Book;2.89;2.51;2.68;2.34;1.92;2.44;2.45;1.38;1.67;1.72;1.94;1.88;4.19
Price/Forward Earnings;16.31;15.87;17.89;20.41;15.70;18.55;22.37;11.99;15.41;15.82;19.49;17.95;—
PEG Ratio;0.94;1.14;1.53;1.80;1.18;2.09;2.71;0.81;7.63;5.11;1.31;3.87;—
Earnings Yield %;4.44;5.45;4.84;3.70;5.43;5.21;3.34;13.35;6.55;4.16;3.47;6.24;—
Enterprise Value (Bil);1.20;1.21;1.43;1.39;1.14;1.50;1.91;1.32;1.99;2.04;2.35;1.73;—
Enterprise Value/EBIT;13.79;10.76;12.05;16.07;10.88;11.63;22.00;9.68;12.09;17.81;21.37;14.47;—
Enterprise Value/EBITDA;11.95;9.03;10.25;12.24;8.16;8.73;13.42;6.17;7.21;8.62;9.99;8.67;—
