Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.19;6.77;7.11;9.12;8.76;9.38;7.89;7.81;8.88;6.07;8.63;7.83;3.01
Price/Earnings;386.62;116.38;89.80;86.54;45.12;62.43;57.07;93.42;59.61;46.58;134.29;65.13;25.53
Price/Cash Flow;12.88;20.98;18.96;23.62;20.75;22.05;16.77;18.52;22.27;15.61;23.06;18.87;17.03
Price/Book;1.27;1.74;1.95;2.36;2.17;2.49;2.16;2.34;2.09;1.36;1.81;2.06;4.19
Price/Forward Earnings;-158.73;400.00;38.31;47.85;—;42.19;—;—;—;—;—;42.94;—
PEG Ratio;—;79.01;7.60;9.45;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.26;0.86;1.11;1.16;2.22;1.60;1.75;1.07;1.68;2.15;0.74;1.74;—
Enterprise Value (Bil);1.60;2.11;2.25;2.70;2.76;2.97;3.03;3.12;4.01;3.03;3.57;3.18;—
Enterprise Value/EBIT;24.96;19.36;19.09;32.72;27.56;30.58;31.81;38.17;37.52;29.57;47.15;33.42;—
Enterprise Value/EBITDA;13.67;12.35;12.16;18.04;17.03;17.72;17.15;16.61;20.28;14.44;19.40;17.01;—
