Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;1.06;1.91;1.84;1.86;1.98;1.82;1.05;1.72;1.81;1.92;1.60;3.01
Price/Earnings;11.67;18.55;22.19;27.21;21.71;23.67;25.21;7.52;51.20;54.95;20.10;30.99;25.53
Price/Cash Flow;2.99;8.40;9.75;11.14;8.60;11.88;10.27;5.25;10.02;7.50;6.95;8.54;17.03
Price/Book;0.81;1.60;2.35;2.22;2.37;2.74;2.36;1.16;2.04;2.40;2.66;2.04;4.19
Price/Forward Earnings;8.45;10.28;13.09;13.61;13.97;15.20;14.29;12.50;15.50;14.25;16.05;14.28;—
PEG Ratio;—;0.51;0.87;0.68;1.16;1.13;0.95;0.83;1.03;0.95;1.07;0.98;—
Earnings Yield %;8.57;5.39;4.51;3.68;4.61;4.22;3.97;13.29;1.95;1.82;4.98;4.66;—
Enterprise Value (Bil);0.33;0.48;0.60;0.67;0.70;0.81;0.75;0.63;0.83;1.05;1.13;0.81;—
Enterprise Value/EBIT;9.88;13.28;14.97;20.50;14.62;16.86;15.42;12.73;19.65;21.68;13.83;17.12;—
Enterprise Value/EBITDA;7.63;10.40;11.64;15.10;11.46;12.81;11.66;9.45;13.86;15.62;11.12;12.56;—
