Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.81;0.70;0.75;0.69;0.79;0.88;0.93;0.80;0.70;0.62;0.82;0.77;1.50
Price/Earnings;11.01;10.90;11.90;11.59;15.73;15.72;23.30;18.86;16.60;17.40;28.44;18.28;24.83
Price/Cash Flow;5.02;35.89;5.68;9.31;14.43;17.24;—;17.01;24.27;11.03;8.56;28.03;11.13
Price/Book;1.50;0.92;1.09;1.02;0.91;0.96;0.89;0.78;0.68;0.54;0.63;0.74;1.87
Price/Forward Earnings;—;7.67;8.32;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.86;0.93;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.08;9.17;8.40;8.63;6.36;6.36;4.29;5.30;6.02;5.75;3.52;5.71;—
Enterprise Value (Mil);710.86;681.69;714.29;711.42;710.84;737.15;755.11;737.18;734.65;697.06;714.70;723.77;—
Enterprise Value/EBIT;15.05;16.58;18.06;18.96;25.30;24.15;39.00;37.46;36.30;42.67;53.22;35.76;—
Enterprise Value/EBITDA;13.09;14.55;15.84;16.49;20.86;19.92;29.84;28.66;27.05;29.22;34.20;26.77;—
