Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;2.68;4.26;4.06;3.87;9.31;6.49;2.28;2.13;1.51;5.52;4.20;3.07
Price/Earnings;—;—;133.14;17.44;—;—;15.26;9.89;10.33;—;4.70;15.01;25.84
Price/Cash Flow;—;3.56;6.07;6.04;6.07;19.19;11.87;3.51;3.86;2.70;7.77;7.64;17.36
Price/Book;—;1.20;2.21;1.81;2.36;5.87;3.73;1.17;1.17;1.03;3.08;2.29;4.27
Price/Forward Earnings;—;—;—;—;—;—;30.49;8.49;14.27;10.76;11.31;51.83;—
PEG Ratio;—;—;—;—;—;—;—;0.53;14.26;—;2.51;—;—
Earnings Yield %;—;-7.56;0.75;5.73;-24.99;-19.41;6.55;10.11;9.68;-34.33;-15.84;-2.74;—
Enterprise Value (Bil);—;0.61;1.37;1.74;2.08;3.01;3.94;2.84;3.62;3.23;5.91;3.35;—
Enterprise Value/EBIT;—;—;83.15;13.59;—;—;16.84;12.64;11.32;—;6.48;12.23;—
Enterprise Value/EBITDA;—;13.01;11.53;7.16;—;—;10.14;6.02;5.64;—;9.51;-0.60;—
