Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.74;0.71;0.65;0.70;0.56;0.74;0.73;0.43;0.29;0.47;0.55;0.56;3.07
Price/Earnings;9.70;9.06;9.25;13.08;11.95;—;33.51;4.07;6.43;—;4.40;14.00;25.84
Price/Cash Flow;5.48;4.55;3.98;4.62;2.79;6.31;4.61;2.76;2.23;1.60;1.85;3.65;17.36
Price/Book;0.92;0.91;0.80;0.89;0.68;0.88;0.94;0.58;0.33;0.74;0.84;0.74;4.27
Price/Forward Earnings;6.81;5.43;5.31;13.25;9.17;10.35;11.30;5.67;7.88;—;7.92;9.16;—
PEG Ratio;0.58;0.31;0.30;0.76;0.94;—;—;—;—;—;—;—;—
Earnings Yield %;10.30;11.03;10.81;7.65;8.37;-3.84;2.98;24.58;15.56;-16.74;22.70;3.42;—
Enterprise Value (Bil);1.11;2.06;2.47;2.97;2.43;3.07;3.41;3.38;3.58;3.57;4.03;3.52;—
Enterprise Value/EBIT;6.17;8.19;10.53;15.52;12.98;59.34;19.19;11.59;8.92;—;5.81;24.19;—
Enterprise Value/EBITDA;5.15;6.36;7.52;9.25;7.26;14.45;9.37;6.30;4.98;21.72;3.90;24.83;—
