Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;15.81;8.88;8.09;8.31;7.11;7.51;5.17;3.82;2.83;2.31;4.54;4.24;3.01
Price/Earnings;88.85;60.00;29.11;45.07;25.95;12.42;42.08;34.86;11.69;—;6.11;23.29;25.53
Price/Cash Flow;37.81;19.12;17.35;17.45;14.36;15.27;10.34;7.51;5.78;6.00;10.21;8.68;17.03
Price/Book;5.49;6.67;5.76;6.81;6.11;5.13;4.33;3.81;2.89;2.81;4.03;3.73;4.19
Price/Forward Earnings;55.25;54.35;26.04;40.65;30.58;32.05;24.04;—;—;100.00;46.08;30.69;—
PEG Ratio;9.77;4.29;2.11;3.31;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.13;1.67;3.44;2.22;3.85;8.05;2.38;2.87;8.55;-5.32;-0.33;3.64;—
Enterprise Value (Bil);3.52;4.30;4.34;4.97;4.65;5.14;4.27;3.64;3.03;2.57;3.29;3.67;—
Enterprise Value/EBIT;39.51;40.46;27.17;35.50;25.66;14.64;32.85;29.84;16.03;211.58;57.95;43.01;—
Enterprise Value/EBITDA;21.27;20.98;17.24;20.36;16.40;11.17;16.52;14.38;9.61;19.71;19.05;13.85;—
