Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.49;0.83;0.91;0.85;1.03;1.23;0.90;1.17;1.29;1.44;1.11;1.50
Price/Earnings;8.24;8.00;13.83;14.05;11.84;15.05;17.76;13.77;17.47;22.19;23.90;16.94;24.83
Price/Cash Flow;11.09;7.78;11.47;13.63;10.46;17.21;16.44;11.81;16.66;13.07;21.40;14.78;11.13
Price/Book;1.68;1.53;2.60;2.70;2.34;2.54;2.73;2.68;3.37;3.26;3.43;2.92;1.87
Price/Forward Earnings;—;6.31;11.76;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.66;1.24;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.13;12.50;7.23;7.12;8.45;6.65;5.63;7.26;5.73;4.51;4.18;6.04;—
Enterprise Value (Mil);49.08;46.67;94.11;112.70;108.03;136.67;178.46;149.71;220.72;226.26;247.57;178.87;—
Enterprise Value/EBIT;4.84;3.77;7.90;8.16;6.80;8.90;10.85;8.88;11.47;13.22;14.84;10.40;—
Enterprise Value/EBITDA;4.25;3.18;6.69;7.14;6.08;7.71;9.39;7.64;9.77;10.15;11.34;8.74;—
