Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.63;0.76;0.80;0.70;1.04;1.07;0.73;0.81;0.94;1.18;0.90;3.07
Price/Earnings;9.58;23.44;19.15;27.34;17.70;25.39;26.70;5.97;13.46;39.78;24.93;20.24;25.84
Price/Cash Flow;4.19;5.91;8.10;7.88;5.84;8.63;16.31;4.68;5.28;6.13;8.30;7.76;17.36
Price/Book;1.75;2.78;2.96;3.30;3.57;5.18;4.87;2.30;2.43;2.76;3.10;3.29;4.27
Price/Forward Earnings;9.82;11.49;11.31;13.32;9.56;13.26;13.32;7.16;11.38;13.93;13.87;12.24;—
PEG Ratio;1.79;2.43;1.33;1.96;1.50;4.47;3.96;1.59;—;—;1.82;7.90;—
Earnings Yield %;10.44;4.27;5.22;3.66;5.65;3.94;3.75;16.75;7.43;2.51;4.01;6.52;—
Enterprise Value (Bil);21.38;28.40;31.17;32.56;25.50;36.44;41.55;32.69;34.31;29.32;32.96;34.67;—
Enterprise Value/EBIT;11.10;16.07;15.63;29.98;13.05;22.54;23.73;14.07;14.85;18.77;20.27;19.16;—
Enterprise Value/EBITDA;6.48;8.73;8.79;12.87;7.78;12.88;13.17;8.93;9.50;10.25;11.37;11.01;—
