Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;2.93;4.45;5.37;4.41;4.06;5.70;4.50;4.01;4.22;3.91;4.27;3.01
Price/Earnings;—;10.20;18.51;28.45;34.64;16.92;23.47;19.13;39.00;23.09;41.75;23.15;25.53
Price/Cash Flow;—;8.49;14.09;19.60;19.33;13.72;17.44;11.49;9.80;10.71;10.51;12.31;17.03
Price/Book;—;16.05;23.44;22.42;19.61;15.42;23.03;—;—;12.39;14.47;21.18;4.19
Price/Forward Earnings;—;—;16.31;14.99;11.72;11.38;14.58;10.25;8.96;8.84;9.03;10.52;—
PEG Ratio;—;—;2.07;1.20;0.97;1.99;1.66;0.71;1.41;—;—;3.99;—
Earnings Yield %;—;9.81;5.40;3.51;2.89;5.91;4.26;5.23;2.56;4.33;2.40;4.66;—
Enterprise Value (Bil);—;61.67;89.04;111.20;118.25;131.12;182.63;168.06;158.70;268.24;274.10;173.09;—
Enterprise Value/EBIT;—;10.58;15.03;21.35;27.28;14.99;18.83;16.76;34.62;25.88;40.97;21.27;—
Enterprise Value/EBITDA;—;8.84;12.85;18.53;23.18;13.28;16.37;14.34;24.29;17.56;18.50;17.25;—
