Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;9.11;19.68;15.92;14.42;9.38;12.47;12.78;16.86;26.32;23.18;16.04;3.07
Price/Earnings;—;—;—;—;—;—;—;—;1,568.44;155.49;726.09;—;25.84
Price/Cash Flow;—;45.51;118.62;76.11;51.38;92.28;37.41;44.45;49.21;72.97;55.43;58.90;17.36
Price/Book;—;15.59;27.33;24.30;26.92;34.34;41.21;31.45;37.42;40.32;35.88;37.45;4.27
Price/Forward Earnings;—;1,666.67;10,000.00;-1,666.67;144.93;75.76;—;57.14;66.67;98.04;102.04;83.30;—
PEG Ratio;—;—;—;—;9.70;1.90;—;1.32;2.10;3.13;3.27;2.24;—
Earnings Yield %;—;-1.70;-0.70;-1.62;-1.55;-3.75;-0.69;-0.27;0.06;0.64;0.14;-0.54;—
Enterprise Value (Bil);—;3.48;7.64;9.93;13.66;12.03;22.00;31.27;53.14;107.05;107.61;46.73;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;804.72;530.17;465.98;-85.67;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;293.14;183.92;206.82;180.16;-147.19;—
