Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.60;0.82;0.80;0.95;1.07;1.61;1.13;1.58;1.93;2.42;1.47;3.07
Price/Earnings;10.86;21.42;21.27;22.27;20.02;20.35;25.64;25.67;47.06;24.82;27.95;28.67;25.84
Price/Cash Flow;9.46;7.04;12.82;11.86;12.54;11.52;16.90;17.92;15.19;18.10;18.45;15.93;17.36
Price/Book;1.74;2.21;3.07;3.62;5.41;5.95;8.91;7.27;10.31;9.70;11.01;8.61;4.27
Price/Forward Earnings;10.64;13.99;14.84;14.68;16.75;16.31;21.41;13.59;18.15;22.32;24.33;18.82;—
PEG Ratio;1.52;2.99;1.63;0.90;1.51;2.69;2.49;1.38;2.94;5.17;5.62;3.24;—
Earnings Yield %;9.21;4.67;4.70;4.49;5.00;4.91;3.90;3.90;2.13;4.03;3.58;3.83;—
Enterprise Value (Bil);4.31;4.48;5.58;5.64;6.59;7.36;11.56;9.26;12.68;14.80;19.24;11.34;—
Enterprise Value/EBIT;10.97;13.63;14.26;13.24;13.70;14.64;18.57;13.62;51.48;20.57;21.55;23.58;—
Enterprise Value/EBITDA;6.77;8.15;9.25;9.05;9.74;10.76;14.41;10.77;29.86;16.17;17.41;16.15;—
