Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.62;3.22;3.43;3.52;2.74;2.64;2.53;2.10;2.10;2.29;2.56;2.38;3.07
Price/Earnings;24.11;28.25;30.51;27.07;33.14;—;179.12;295.38;—;97.93;110.81;165.15;25.84
Price/Cash Flow;13.60;12.06;18.88;13.54;19.49;21.11;11.26;10.72;11.21;8.61;9.94;12.73;17.36
Price/Book;2.32;3.00;3.19;3.65;1.18;1.22;1.19;0.90;0.92;1.04;1.06;1.06;4.27
Price/Forward Earnings;14.18;18.15;22.57;21.41;14.71;14.93;13.39;15.06;—;15.67;16.56;16.74;—
PEG Ratio;1.03;1.17;1.51;1.38;0.92;1.00;1.22;—;—;—;—;1.27;—
Earnings Yield %;4.15;3.54;3.28;3.69;3.02;-1.45;0.56;0.34;-1.74;1.02;0.90;-0.03;—
Enterprise Value (Bil);0.62;0.96;1.09;1.34;2.96;2.89;2.65;1.99;2.01;2.11;2.07;2.33;—
Enterprise Value/EBIT;12.62;15.02;16.80;14.59;82.38;—;73.53;—;572.37;56.15;62.44;31.20;—
Enterprise Value/EBITDA;9.67;11.66;13.16;12.14;30.29;18.78;13.82;23.52;15.99;14.26;14.91;21.34;—
