Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.00;1.13;1.56;1.74;1.44;1.97;2.10;1.68;2.14;2.23;2.41;1.98;3.07
Price/Earnings;14.36;14.66;18.42;20.41;16.94;23.28;47.94;17.43;21.65;29.69;29.08;25.85;25.84
Price/Cash Flow;13.05;7.70;10.01;12.44;9.22;13.94;15.32;12.41;13.74;14.06;16.03;13.67;17.36
Price/Book;1.38;1.58;2.11;2.15;1.69;2.13;2.30;1.87;2.33;2.29;2.32;2.11;4.27
Price/Forward Earnings;12.92;12.32;16.08;20.37;18.25;27.03;31.55;19.46;24.63;29.50;27.62;25.21;—
PEG Ratio;1.08;1.03;1.34;1.70;1.52;2.25;3.15;—;—;—;—;2.02;—
Earnings Yield %;6.96;6.82;5.43;4.90;5.90;4.30;2.09;5.74;4.62;3.37;3.44;4.15;—
Enterprise Value (Bil);1.19;1.42;2.06;2.26;1.82;2.58;3.01;2.47;3.44;3.56;3.78;2.95;—
Enterprise Value/EBIT;9.14;8.81;10.87;11.51;9.01;12.62;18.13;13.54;14.83;20.61;19.73;15.46;—
Enterprise Value/EBITDA;6.07;6.23;7.95;8.42;6.52;9.02;11.81;8.85;10.26;12.83;12.70;10.24;—
