Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.41;1.67;2.43;2.69;2.87;4.39;5.19;4.98;6.00;10.59;8.32;5.99;1.50
Price/Earnings;11.95;13.47;18.79;18.39;18.36;27.14;32.43;31.89;34.94;61.80;46.54;36.13;24.83
Price/Cash Flow;10.13;10.08;26.31;14.45;15.61;24.32;29.51;23.23;25.33;47.74;30.28;29.03;11.13
Price/Book;2.58;2.74;4.02;3.91;3.90;5.73;6.44;7.83;7.89;13.28;9.91;7.75;1.87
Price/Forward Earnings;10.00;8.94;14.43;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;1.24;2.00;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.37;7.42;5.32;5.44;5.45;3.69;3.08;3.14;2.86;1.62;2.15;2.92;—
Enterprise Value (Bil);0.13;0.14;0.24;0.25;0.27;0.47;0.61;0.74;0.89;1.69;1.42;0.84;—
Enterprise Value/EBIT;7.38;6.74;10.47;9.97;9.75;15.06;18.79;20.00;21.35;39.52;30.53;22.04;—
Enterprise Value/EBITDA;6.65;6.06;9.32;9.05;8.85;13.64;16.85;17.48;18.32;33.30;25.51;19.20;—
