Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.43;2.40;2.93;3.94;2.48;2.62;2.41;1.57;1.89;3.22;7.53;2.29;3.01
Price/Earnings;—;49.60;31.18;33.53;15.90;15.40;19.66;20.96;32.22;—;36.08;24.90;25.53
Price/Cash Flow;16.62;11.63;11.77;14.53;9.18;8.80;9.76;7.80;7.90;471.13;522.74;31.42;17.03
Price/Book;0.98;1.15;1.41;1.87;1.25;1.41;1.19;0.90;1.05;0.98;1.11;1.07;4.19
Price/Forward Earnings;14.51;24.51;21.51;21.51;15.17;23.09;25.84;—;36.10;-7.29;—;20.79;—
PEG Ratio;2.42;2.32;2.04;2.04;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.27;1.96;3.21;2.98;6.29;6.49;5.09;4.77;3.10;-13.29;-19.34;1.95;—
Enterprise Value (Bil);2.76;3.36;4.05;5.71;4.14;4.45;6.67;5.09;4.85;4.42;4.70;4.81;—
Enterprise Value/EBIT;35.02;26.33;24.01;31.54;17.60;20.18;30.90;16.10;22.56;—;23.11;21.20;—
Enterprise Value/EBITDA;13.77;13.21;13.75;17.89;10.64;11.57;17.65;9.01;11.13;98.72;104.45;16.32;—
