Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.71;1.00;1.13;1.15;0.64;0.58;0.87;0.60;0.41;0.54;0.81;0.59;3.07
Price/Earnings;10.85;15.22;13.96;15.09;10.12;13.36;15.70;10.82;8.26;—;28.90;12.34;25.84
Price/Cash Flow;7.22;7.82;11.11;10.08;5.93;5.41;8.92;7.47;5.00;5.88;8.34;8.16;17.36
Price/Book;3.41;4.71;5.94;6.25;3.80;3.28;4.38;2.83;1.82;3.19;4.51;3.06;4.27
Price/Forward Earnings;10.55;12.42;13.76;15.46;10.01;10.89;15.92;9.54;10.14;15.77;19.72;12.44;—
PEG Ratio;1.25;1.29;1.48;1.59;1.05;—;4.31;1.27;—;—;—;3.91;—
Earnings Yield %;9.22;6.57;7.16;6.63;9.88;7.49;6.37;9.24;12.10;-14.36;3.46;5.02;—
Enterprise Value (Bil);10.21;14.36;17.80;18.26;10.64;9.17;13.14;9.73;13.35;12.84;17.58;11.57;—
Enterprise Value/EBIT;6.13;8.36;7.97;8.74;6.28;7.31;9.41;6.88;10.91;—;30.79;9.43;—
Enterprise Value/EBITDA;4.51;6.28;6.42;6.92;4.66;4.94;6.71;4.91;7.44;—;16.46;6.26;—
