Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.59;1.19;1.03;0.86;1.02;0.98;0.79;0.83;1.16;1.01;0.92;3.01
Price/Earnings;8.62;16.85;27.19;23.34;17.57;19.65;17.93;15.66;21.13;24.00;16.35;19.11;25.53
Price/Cash Flow;9.71;11.89;16.11;15.94;16.41;10.86;10.66;11.89;9.39;6.03;5.63;9.75;17.03
Price/Book;1.48;1.62;3.24;2.65;2.30;2.70;2.49;2.04;2.10;2.46;2.20;2.27;4.19
Price/Forward Earnings;13.19;10.38;22.99;19.49;15.63;—;—;—;—;—;—;—;—
PEG Ratio;0.73;0.58;1.28;1.15;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.60;5.94;3.68;4.28;5.69;5.09;5.58;6.39;4.73;4.17;6.12;5.41;—
Enterprise Value (Bil);0.53;0.66;1.50;1.27;1.16;1.41;1.35;1.24;1.66;1.85;1.67;1.42;—
Enterprise Value/EBIT;12.97;9.46;16.00;13.06;10.02;11.37;10.51;9.62;16.56;15.94;11.35;12.16;—
Enterprise Value/EBITDA;8.02;7.17;12.79;10.61;8.30;9.29;8.47;7.73;12.69;12.44;9.27;9.60;—
