Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.60;0.63;0.76;1.00;0.90;1.08;1.44;2.09;3.24;3.13;1.76;3.07
Price/Earnings;—;13.92;16.58;25.56;26.33;23.32;26.40;35.70;45.17;64.84;52.23;39.08;25.84
Price/Cash Flow;—;5.10;7.75;10.16;13.94;12.19;15.36;40.36;33.83;13.87;10.85;29.62;17.36
Price/Book;0.92;1.34;1.43;1.73;2.28;2.09;2.53;2.23;3.07;4.44;4.20;3.14;4.27
Price/Forward Earnings;9.03;13.32;15.08;20.53;21.98;21.32;22.37;22.62;29.24;36.10;33.11;27.83;—
PEG Ratio;0.70;1.02;1.01;1.37;1.47;1.42;1.49;1.51;1.95;2.41;2.21;1.86;—
Earnings Yield %;-3.82;7.18;6.03;3.91;3.80;4.29;3.79;2.80;2.21;1.54;1.91;2.87;—
Enterprise Value (Bil);0.28;0.37;0.44;0.60;0.82;0.91;1.22;3.08;4.57;6.51;6.36;3.36;—
Enterprise Value/EBIT;—;—;8.45;13.38;13.29;13.31;14.98;34.38;29.73;40.78;32.55;27.60;—
Enterprise Value/EBITDA;—;—;7.32;11.09;11.22;11.28;12.94;29.24;23.58;30.02;25.29;22.38;—
