Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.67;0.85;0.93;0.80;1.04;1.07;1.69;0.71;1.00;1.21;1.45;1.10;3.01
Price/Earnings;29.01;—;74.04;15.44;21.87;14.44;27.44;13.29;14.28;—;14.43;17.51;25.53
Price/Cash Flow;13.41;13.38;12.06;13.16;7.30;5.94;10.87;5.95;8.03;7.14;7.70;7.44;17.03
Price/Book;0.93;1.24;1.33;1.09;1.46;1.49;2.52;1.16;1.58;2.08;2.64;1.76;4.19
Price/Forward Earnings;10.88;15.67;15.90;15.41;15.85;13.76;17.86;7.97;12.32;14.10;13.72;13.79;—
PEG Ratio;0.46;—;—;0.74;0.67;—;1.05;0.70;1.25;—;—;—;—
Earnings Yield %;3.45;-0.43;1.35;6.48;4.57;6.92;3.64;7.53;7.00;-6.60;6.93;3.47;—
Enterprise Value (Bil);5.48;6.41;6.93;6.36;7.39;7.90;12.60;8.35;10.39;10.59;13.06;9.92;—
Enterprise Value/EBIT;19.70;86.57;31.08;16.24;15.62;11.28;19.33;11.20;12.70;—;12.52;13.51;—
Enterprise Value/EBITDA;9.14;15.14;12.88;8.86;9.57;7.76;12.33;7.13;8.21;52.66;8.48;17.05;—
