Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.78;3.26;3.63;7.19;12.58;12.18;14.63;7.84;17.05;24.04;18.53;14.60;3.07
Price/Earnings;22.33;18.48;83.74;—;—;—;—;—;—;—;—;159.04;25.84
Price/Cash Flow;14.57;9.27;21.26;—;—;—;—;—;—;—;—;62.08;17.36
Price/Book;4.17;2.80;2.65;5.10;5.83;4.04;5.45;2.75;7.49;11.44;7.16;6.12;4.27
Price/Forward Earnings;23.87;14.86;45.87;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.77;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.48;5.41;1.19;-4.20;-7.75;-8.07;-6.20;-20.21;-8.25;-5.84;-9.76;-9.61;—
Enterprise Value (Mil);139.95;116.17;109.58;207.06;282.65;261.26;360.68;122.99;378.54;668.67;486.18;331.49;—
Enterprise Value/EBIT;16.79;7.96;37.81;—;—;—;—;—;—;—;-10.30;-14.34;—
Enterprise Value/EBITDA;15.45;7.46;23.46;—;—;—;—;—;—;—;-11.18;-33.12;—
