Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.31;2.17;3.07;3.19;3.66;4.37;5.30;5.65;9.78;11.82;11.33;7.44;3.07
Price/Earnings;20.02;17.59;25.34;26.58;35.54;35.17;38.49;40.92;59.10;64.69;54.20;47.49;25.84
Price/Cash Flow;10.53;12.85;16.75;14.40;23.10;20.79;21.89;26.14;43.60;41.92;31.81;31.82;17.36
Price/Book;2.77;2.93;4.13;5.05;6.76;8.31;10.86;20.60;37.74;45.13;65.44;27.87;4.27
Price/Forward Earnings;13.11;12.09;15.53;17.30;—;—;—;—;—;—;—;—;—
PEG Ratio;0.60;1.54;1.25;1.39;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.99;5.69;3.95;3.76;2.81;2.84;2.60;2.44;1.69;1.55;1.85;2.19;—
Enterprise Value (Bil);1.56;1.90;2.58;2.73;3.48;4.21;5.10;6.11;11.65;15.69;15.44;8.61;—
Enterprise Value/EBIT;11.98;11.96;15.90;16.91;25.12;24.61;28.78;27.85;45.55;52.45;41.38;35.53;—
Enterprise Value/EBITDA;10.10;10.39;13.20;14.07;20.18;20.77;23.89;24.48;40.54;47.61;38.44;31.15;—
