Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;1.76;2.51;3.51;4.97;4.54;2.83;1.66;3.50;6.92;7.23;3.79;3.07
Price/Earnings;—;—;29.29;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;14.79;21.76;58.14;62.10;31.17;32.36;26.11;84.41;21.39;24.64;33.08;17.36
Price/Book;—;3.28;3.35;6.51;5.11;5.38;2.70;1.42;5.61;12.53;10.32;5.13;4.27
Price/Forward Earnings;—;14.27;15.46;—;—;—;32.89;12.95;—;34.01;30.96;—;—
PEG Ratio;—;—;—;—;—;—;2.35;0.76;—;—;—;—;—
Earnings Yield %;—;-3.01;3.41;-0.74;-0.27;-0.15;-7.62;-17.02;-21.95;-1.25;-0.03;-9.38;—
Enterprise Value (Bil);—;0.59;0.68;1.66;2.35;2.72;2.57;1.45;2.28;4.13;4.51;2.65;—
Enterprise Value/EBIT;—;316.13;18.30;—;790.61;—;—;—;—;—;192.21;226.46;—
Enterprise Value/EBITDA;—;39.68;13.39;35.92;40.79;40.28;35.49;—;—;63.82;46.14;55.08;—
