Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.43;0.77;0.93;0.63;0.56;0.86;1.01;0.37;0.81;0.79;0.70;0.73;3.01
Price/Earnings;23.06;9.73;21.61;13.52;13.54;17.78;22.51;7.23;16.25;19.34;9.74;16.82;25.53
Price/Cash Flow;—;—;88.92;38.33;9.49;14.22;13.91;7.13;10.63;10.75;9.17;11.17;17.03
Price/Book;1.97;3.31;4.23;2.99;2.20;2.52;3.85;1.39;2.27;2.31;2.30;2.41;4.19
Price/Forward Earnings;15.24;17.61;17.27;13.11;11.59;13.68;18.38;6.39;11.79;10.43;8.91;11.92;—
PEG Ratio;0.85;0.35;1.09;2.28;2.54;0.96;2.40;1.86;1.62;0.57;0.46;1.63;—
Earnings Yield %;4.34;10.27;4.63;7.40;7.39;5.62;4.44;13.84;6.15;5.17;10.27;6.87;—
Enterprise Value (Bil);0.14;0.44;0.71;0.56;0.48;1.32;1.98;1.03;2.17;2.28;2.47;1.60;—
Enterprise Value/EBIT;18.83;20.57;13.54;8.62;8.27;18.45;14.30;6.31;14.75;12.99;6.92;12.66;—
Enterprise Value/EBITDA;11.05;16.84;12.45;8.11;7.64;16.59;11.57;5.59;12.63;10.65;6.35;10.52;—
