Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;7.20;7.80;4.54;4.50;5.20;5.78;5.50;7.22;6.92;8.92;6.21;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;30.23;52.81;—;25.84
Price/Cash Flow;—;19.97;35.28;103.98;8.26;9.17;9.99;10.99;15.89;—;14.55;12.12;17.36
Price/Book;1.83;1.80;2.31;0.80;0.81;0.95;0.94;0.95;1.42;1.34;1.58;1.11;4.27
Price/Forward Earnings;-54.64;-52.91;34.48;-151.52;158.73;212.77;—;—;—;—;—;—;—
PEG Ratio;—;—;—;—;31.68;42.30;—;—;—;—;—;—;—
Earnings Yield %;—;-5.74;-15.10;-19.48;-7.83;-4.49;-1.67;-2.77;-4.55;3.31;1.89;-2.11;—
Enterprise Value (Bil);0.14;0.31;4.59;17.79;15.84;14.68;13.45;12.84;14.78;14.54;16.15;14.18;—
Enterprise Value/EBIT;—;—;—;—;—;1,363.02;54.97;78.49;—;25.03;32.23;-975.34;—
Enterprise Value/EBITDA;—;43.68;—;66.91;18.75;17.75;13.40;15.11;31.44;13.84;16.91;19.30;—
