Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.46;0.49;0.48;0.49;0.90;0.96;0.66;0.66;0.64;0.90;0.73;1.45
Price/Earnings;7.25;8.10;10.61;13.24;89.02;51.83;25.52;11.37;11.68;—;13.26;21.05;20.35
Price/Cash Flow;6.32;4.67;5.08;5.11;4.33;12.14;7.29;6.40;4.45;3.70;5.74;6.26;9.77
Price/Book;0.59;1.15;1.27;1.18;0.92;1.20;1.42;1.22;1.23;0.89;0.97;1.14;1.85
Price/Forward Earnings;—;5.57;6.78;8.52;—;14.25;16.26;8.73;11.59;14.08;9.89;14.39;—
PEG Ratio;—;—;7.79;3.12;—;0.27;0.43;0.59;26.32;2.74;1.92;3.11;—
Earnings Yield %;13.79;12.34;9.42;7.55;—;1.93;3.92;8.79;8.56;-11.96;-10.14;2.17;—
Enterprise Value (Bil);90.44;165.85;184.53;197.82;—;291.51;290.79;263.50;280.79;170.32;189.36;250.17;—
Enterprise Value/EBIT;2.08;4.23;6.19;7.18;—;67.27;17.82;7.95;8.99;—;9.67;19.33;—
Enterprise Value/EBITDA;1.68;3.30;4.18;4.10;—;10.89;7.47;5.06;5.18;5.78;6.32;6.60;—
