Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.23;0.32;0.68;0.80;0.88;1.24;1.47;1.06;1.21;0.77;0.92;1.15;3.07
Price/Earnings;—;14.89;20.64;14.78;15.21;20.44;17.79;12.22;17.18;11.69;12.78;15.63;25.84
Price/Cash Flow;5.83;6.54;14.35;9.19;7.55;9.96;14.98;12.08;10.72;6.59;8.03;10.70;17.36
Price/Book;1.32;3.22;4.69;3.27;3.99;5.15;6.21;4.37;6.00;3.67;4.31;5.25;4.27
Price/Forward Earnings;10.32;10.58;13.95;13.40;13.33;17.61;20.16;11.63;12.85;16.05;15.17;14.82;—
PEG Ratio;0.45;0.78;1.03;0.99;—;—;—;—;—;1.26;0.98;—;—
Earnings Yield %;-6.81;6.71;4.84;6.77;6.57;4.89;5.62;8.18;5.82;8.55;7.83;6.75;—
Enterprise Value (Bil);2.86;2.92;5.30;6.41;6.58;8.86;11.45;9.19;11.92;8.59;9.97;9.97;—
Enterprise Value/EBIT;35.27;8.16;11.93;9.35;8.55;12.09;12.63;8.97;14.98;11.23;11.25;11.62;—
Enterprise Value/EBITDA;11.03;5.39;8.25;6.99;6.98;9.66;10.34;7.45;11.89;8.52;8.74;9.32;—
