Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.36;0.47;0.44;0.37;0.40;0.37;0.23;0.14;0.17;0.17;0.27;3.07
Price/Earnings;15.90;21.68;26.41;14.82;10.33;44.51;36.12;19.40;—;—;17.44;34.10;25.84
Price/Cash Flow;8.47;15.75;15.93;19.85;8.79;10.16;9.05;113.59;11.02;7.57;130.02;30.77;17.36
Price/Book;2.58;2.85;3.41;2.53;2.14;2.35;2.20;1.48;1.70;1.99;2.53;1.93;4.27
Price/Forward Earnings;13.42;13.64;16.89;12.69;12.53;17.42;22.47;9.92;10.81;14.51;33.56;16.51;—
PEG Ratio;1.06;1.78;1.98;1.28;2.37;1.76;2.25;0.55;—;—;—;1.24;—
Earnings Yield %;6.29;4.61;3.79;6.75;9.68;2.25;2.77;5.16;-48.04;-27.80;-15.14;-19.75;—
Enterprise Value (Bil);6.60;7.79;10.78;7.47;5.53;7.09;6.84;4.30;2.48;1.86;2.22;4.61;—
Enterprise Value/EBIT;8.18;10.22;12.28;6.25;4.97;18.17;14.14;7.85;—;—;5.50;11.34;—
Enterprise Value/EBITDA;6.55;7.99;9.84;5.40;4.24;11.70;9.63;5.58;—;—;3.96;8.18;—
