Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.62;2.30;4.15;4.34;4.72;4.92;4.17;3.15;6.52;8.20;10.74;5.50;3.07
Price/Earnings;47.19;—;—;158.43;6.70;62.59;158.00;—;—;—;138.78;138.69;25.84
Price/Cash Flow;7.85;—;32.01;18.21;17.03;18.86;18.22;7.47;11.84;11.04;14.16;13.34;17.36
Price/Book;1.85;1.69;3.13;3.38;2.09;2.77;2.65;0.83;1.61;2.04;2.91;1.93;4.27
Price/Forward Earnings;151.52;-7.91;-120.48;16.31;17.04;20.70;19.08;8.47;32.36;25.84;58.82;24.79;—
PEG Ratio;3.21;—;—;—;—;1.38;1.27;0.57;2.16;1.72;—;1.51;—
Earnings Yield %;2.12;-24.85;-3.70;0.63;14.93;1.60;0.63;-23.08;-5.44;-2.06;-1.49;-4.13;—
Enterprise Value (Bil);0.67;0.53;1.02;1.16;1.06;1.53;1.55;0.76;1.37;1.62;2.31;1.37;—
Enterprise Value/EBIT;11.26;—;94.64;18.30;15.24;27.71;38.74;—;—;—;-85.37;32.78;—
Enterprise Value/EBITDA;7.84;—;18.76;11.00;9.87;15.34;16.11;172.84;—;92.17;121.70;22.53;—
