Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.40;2.23;2.38;2.73;2.09;2.38;2.32;1.72;1.75;1.20;2.00;1.78;3.01
Price/Earnings;95.75;27.88;39.17;30.38;18.69;40.97;22.15;12.41;24.09;—;796.00;61.88;25.53
Price/Cash Flow;8.09;7.95;9.80;10.19;7.72;9.40;8.76;7.61;6.39;7.53;47.75;8.75;17.03
Price/Book;1.17;1.26;1.57;1.71;1.47;1.82;1.76;1.41;1.53;0.84;1.10;1.41;4.19
Price/Forward Earnings;16.03;17.48;26.67;31.15;15.04;16.98;—;—;—;—;—;22.79;—
PEG Ratio;3.20;3.50;5.34;6.23;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.04;3.59;2.55;3.29;5.35;2.44;4.52;8.06;4.15;-10.01;-22.71;2.70;—
Enterprise Value (Bil);5.30;6.04;7.20;7.74;7.51;8.61;8.91;8.04;10.46;8.06;8.35;8.37;—
Enterprise Value/EBIT;27.59;21.31;28.06;24.99;20.24;28.88;22.10;16.23;29.28;61.38;356.97;42.40;—
Enterprise Value/EBITDA;12.56;11.10;13.16;12.41;10.82;13.24;11.41;8.98;13.73;12.68;22.13;11.47;—
