Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.57;0.74;0.88;0.87;0.78;1.04;1.29;0.90;1.10;1.23;1.22;1.06;3.07
Price/Earnings;4.47;13.46;17.68;18.38;30.90;—;30.51;45.03;12.38;30.46;19.44;165.43;25.84
Price/Cash Flow;3.15;5.76;7.12;7.01;7.21;7.85;9.77;11.38;8.59;10.99;9.62;9.20;17.36
Price/Book;0.86;0.94;1.09;1.11;1.00;1.39;1.61;1.69;2.07;1.95;2.07;1.71;4.27
Price/Forward Earnings;7.96;7.68;10.42;12.30;13.25;16.05;14.12;7.76;15.43;16.05;11.40;13.49;—
PEG Ratio;0.86;0.91;1.24;1.46;—;—;—;—;—;—;—;—;—
Earnings Yield %;22.36;7.43;5.66;5.44;3.24;-1.67;3.28;2.22;8.08;3.28;5.14;3.78;—
Enterprise Value (Bil);0.80;0.92;1.22;1.41;1.13;1.61;2.10;2.12;2.88;2.78;3.01;2.22;—
Enterprise Value/EBIT;1.85;4.79;6.98;7.27;9.86;8.69;10.58;5.09;8.23;17.87;12.73;10.06;—
Enterprise Value/EBITDA;1.30;2.56;3.55;3.81;3.82;4.65;5.84;3.65;5.62;8.65;7.47;5.49;—
