Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.83;1.07;3.36;1.95;2.64;1.93;1.81;1.73;1.55;0.96;1.12;1.59;1.06
Price/Earnings;21.11;24.75;79.52;65.60;42.94;33.16;22.84;18.91;15.48;17.86;11.90;22.20;22.79
Price/Cash Flow;1.89;3.37;10.64;5.15;7.12;5.07;5.49;4.23;3.81;2.35;2.20;4.17;6.13
Price/Book;3.25;4.37;2.61;2.59;3.58;2.80;2.68;2.56;2.45;1.56;1.55;2.37;1.77
Price/Forward Earnings;15.55;17.06;25.00;—;—;—;—;16.56;12.18;10.25;15.04;—;—
PEG Ratio;1.04;0.62;0.91;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.74;4.04;1.26;—;—;3.02;4.38;5.29;6.46;5.60;8.40;4.92;—
Enterprise Value (Bil);0.31;1.69;3.87;—;—;4.09;3.97;3.85;3.79;2.82;2.88;3.68;—
Enterprise Value/EBIT;4.35;16.88;52.54;—;—;29.13;24.30;21.11;17.33;24.95;16.07;23.10;—
Enterprise Value/EBITDA;1.05;5.38;13.52;—;—;7.69;6.93;6.49;7.79;8.04;5.86;7.35;—
