Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.90;5.40;5.93;8.21;6.84;7.86;5.82;5.50;6.33;4.43;6.11;5.95;3.07
Price/Earnings;22.02;53.75;77.89;905.46;34.95;49.94;21.36;38.29;4.23;136.92;137.14;39.64;25.84
Price/Cash Flow;19.22;18.10;15.08;20.54;25.26;24.67;13.70;17.28;17.83;15.65;14.98;16.93;17.36
Price/Book;2.48;2.67;2.89;4.22;3.49;3.74;4.20;3.39;2.05;1.28;1.74;2.78;4.27
Price/Forward Earnings;30.96;34.48;46.30;49.51;47.17;60.61;55.56;25.84;63.29;34.84;83.33;48.63;—
PEG Ratio;4.96;8.35;4.24;4.55;—;—;—;1.23;8.93;—;—;—;—
Earnings Yield %;4.54;1.86;1.28;0.11;2.86;2.00;4.68;2.61;23.64;0.73;-3.93;8.51;—
Enterprise Value (Bil);25.02;26.53;27.04;32.86;29.35;30.61;23.95;20.84;20.44;14.51;16.28;21.50;—
Enterprise Value/EBIT;18.68;29.71;32.52;51.58;28.76;32.92;20.12;27.49;5.57;78.26;78.31;25.12;—
Enterprise Value/EBITDA;13.23;18.29;19.46;27.30;18.34;20.12;13.65;17.28;4.95;24.66;51.19;18.57;—
