Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.33;1.19;1.49;1.19;0.73;0.98;1.27;0.76;1.00;0.72;1.31;0.97;3.01
Price/Earnings;26.40;18.24;23.56;23.79;29.11;—;31.67;8.73;13.71;—;908.00;72.71;25.53
Price/Cash Flow;111.54;14.09;10.52;12.29;5.07;7.83;20.43;7.54;10.71;4.40;6.26;9.95;17.03
Price/Book;3.07;2.29;2.46;1.76;1.13;1.51;1.94;1.13;1.51;0.99;1.41;1.42;4.19
Price/Forward Earnings;14.53;12.12;16.84;21.93;19.23;40.00;20.28;10.50;11.83;-18.90;—;18.20;—
PEG Ratio;0.84;0.92;1.17;1.03;0.63;0.86;0.49;0.40;0.69;—;—;0.62;—
Earnings Yield %;3.79;5.48;4.24;4.20;3.44;-0.22;3.16;11.46;7.29;-6.22;-14.91;3.41;—
Enterprise Value (Bil);2.37;3.06;3.70;3.15;2.02;2.24;2.97;2.22;2.99;1.88;2.39;2.49;—
Enterprise Value/EBIT;17.87;12.60;16.14;17.08;17.97;77.95;21.16;11.50;11.74;—;54.53;27.82;—
Enterprise Value/EBITDA;11.70;8.99;11.06;10.50;8.62;15.26;11.51;7.14;7.93;47.71;50.28;11.84;—
