Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.88;4.29;4.27;2.41;0.78;1.81;0.90;0.55;0.38;0.72;1.23;0.88;3.01
Price/Earnings;17.74;—;69.00;12.69;—;—;6.98;3.71;1.22;—;1.66;3.42;25.53
Price/Cash Flow;6.47;7.04;7.50;4.17;1.48;6.41;2.92;1.50;1.34;2.59;4.79;3.02;17.03
Price/Book;3.09;3.86;3.94;2.25;0.63;4.77;1.73;0.84;0.42;5.23;6.50;2.71;4.19
Price/Forward Earnings;15.63;17.30;17.45;13.21;303.03;14.66;6.64;4.58;4.99;3.72;5.73;13.97;—
PEG Ratio;1.55;0.77;0.78;0.55;38.43;—;—;—;—;1.24;1.91;—;—
Earnings Yield %;5.64;-6.08;1.45;7.88;-81.15;-107.39;14.34;26.98;81.82;-177.18;-43.34;-26.12;—
Enterprise Value (Bil);12.38;13.34;15.77;11.46;7.42;8.54;6.31;5.43;3.55;4.50;6.98;5.81;—
Enterprise Value/EBIT;11.60;—;41.19;8.61;—;—;10.39;8.71;4.69;—;7.11;3.34;—
Enterprise Value/EBITDA;7.11;—;13.55;5.11;—;—;5.96;4.53;2.86;—;3.81;4.01;—
