Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.78;0.51;0.48;0.27;—;—;—;—;—;—;—;0.18;1.06
Price/Earnings;10.60;14.59;7.90;—;—;—;—;—;4.29;—;5.55;4.40;22.79
Price/Cash Flow;3.09;2.14;1.97;0.95;2.00;—;—;19.90;—;65.73;36.00;48.02;6.13
Price/Book;1.33;1.47;1.44;0.39;0.29;0.81;0.71;0.60;0.43;0.78;0.50;0.75;1.77
Price/Forward Earnings;7.97;7.50;8.45;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.52;0.82;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.44;7.20;12.66;—;—;-333.33;-4.00;-571.92;23.29;-9.66;-19.88;-162.49;—
Enterprise Value (Bil);12.37;10.81;10.34;—;—;0.15;0.19;0.11;0.06;0.08;0.06;0.13;—
Enterprise Value/EBIT;11.75;9.19;9.37;—;—;—;—;—;—;—;1.92;-2.49;—
Enterprise Value/EBITDA;5.68;4.21;4.21;—;—;—;—;—;—;—;1.92;-3.52;—
