Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.19;0.25;0.20;0.27;0.47;1.60;0.82;0.58;0.89;1.06;0.89;2.06
Price/Earnings;8.79;95.37;—;20.03;14.78;15.17;30.89;12.84;—;—;19.60;21.46;31.62
Price/Cash Flow;11.90;3.60;3.27;2.67;4.22;6.08;26.83;12.84;17.71;13.34;22.54;15.87;17.41
Price/Book;1.21;1.12;2.16;1.76;2.15;3.20;6.28;3.32;3.93;8.00;9.13;4.81;2.50
Price/Forward Earnings;5.69;7.89;11.57;8.21;—;14.95;18.05;7.62;11.48;25.06;31.45;15.90;—
PEG Ratio;1.90;2.63;3.86;2.74;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.38;1.05;-14.22;4.99;—;6.59;3.24;7.79;-0.90;-6.22;-2.36;1.27;—
Enterprise Value (Bil);0.37;0.33;0.33;0.27;—;0.41;1.19;0.89;1.07;1.14;1.36;0.95;—
Enterprise Value/EBIT;7.04;15.98;—;13.42;—;8.76;21.25;7.38;51.88;—;44.32;16.82;—
Enterprise Value/EBITDA;4.94;7.36;52.93;5.75;—;5.46;14.62;5.95;19.26;52.59;45.33;19.67;—
