Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;13.77;8.23;7.25;8.23;8.63;5.90;5.65;4.12;5.62;6.40;3.01
Price/Earnings;—;—;125.82;44.71;69.50;59.38;51.33;39.53;45.03;932.00;989.00;104.15;25.53
Price/Cash Flow;—;—;52.17;—;24.45;26.56;26.54;20.74;14.34;13.59;17.20;20.16;17.03
Price/Book;—;—;—;10.85;9.36;5.31;5.35;3.59;3.42;2.49;3.18;4.08;4.19
Price/Forward Earnings;—;—;—;—;—;—;89.29;59.17;63.29;38.76;53.19;65.30;—
PEG Ratio;—;—;—;—;—;—;7.88;6.86;7.43;6.34;—;—;—
Earnings Yield %;—;—;0.79;2.24;1.44;1.68;1.95;2.53;2.22;0.11;-1.19;1.84;—
Enterprise Value (Bil);—;—;4.73;6.25;6.43;7.07;7.33;5.61;5.60;4.31;4.98;5.97;—
Enterprise Value/EBIT;—;—;54.22;17.64;44.20;41.81;37.45;29.46;31.19;48.42;98.12;38.75;—
Enterprise Value/EBITDA;—;—;33.03;12.94;20.06;21.44;20.62;15.89;15.49;15.44;20.75;17.73;—
