Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.97;1.07;1.53;1.79;1.32;2.09;2.43;2.94;3.89;5.58;6.78;3.55;3.07
Price/Earnings;5.21;4.24;—;637.50;50.86;—;26.80;27.56;322.77;77.10;72.79;148.74;25.84
Price/Cash Flow;7.62;14.69;12.71;16.04;16.74;29.57;17.47;25.11;33.41;132.33;43.63;52.95;17.36
Price/Book;1.31;0.84;1.11;1.34;1.16;2.14;2.76;2.62;2.71;4.15;5.38;3.22;4.27
Price/Forward Earnings;8.42;14.27;32.36;29.07;—;—;—;23.81;31.35;35.97;25.91;—;—
PEG Ratio;0.53;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;19.18;23.60;-0.29;0.16;1.97;-5.92;3.73;3.63;0.31;1.30;1.37;0.84;—
Enterprise Value (Bil);0.56;0.43;0.57;0.70;0.58;1.10;1.58;1.84;2.80;4.82;6.58;2.72;—
Enterprise Value/EBIT;4.36;—;—;—;31.86;267.96;23.99;61.22;88.49;61.88;56.37;93.32;—
Enterprise Value/EBITDA;3.84;22.39;32.78;32.06;13.38;34.26;16.80;27.23;32.55;33.62;36.41;29.05;—
