Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.09;0.05;0.08;—;—;—;—;—;—;—;0.31;0.26;2.06
Price/Earnings;2.81;13.00;20.10;—;—;—;—;—;—;—;839.30;710.80;31.62
Price/Cash Flow;0.86;0.70;1.18;—;—;—;—;—;—;—;2.88;2.67;17.41
Price/Book;0.44;0.50;1.14;—;—;—;—;—;—;—;2.04;1.74;2.50
Price/Forward Earnings;—;5.49;10.36;—;—;—;—;—;—;—;6.84;—;—
PEG Ratio;—;0.15;0.28;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;35.53;7.69;4.97;—;—;—;—;—;—;—;0.12;7.67;—
Enterprise Value (Bil);12.10;13.91;18.49;—;—;—;—;—;—;—;49.48;23.39;—
Enterprise Value/EBIT;3.24;3.54;4.80;—;—;—;—;—;—;—;22.51;—;—
Enterprise Value/EBITDA;1.83;1.72;2.25;—;—;—;—;—;—;—;6.74;—;—
