Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.26;1.39;1.69;2.30;2.41;1.54;1.41;0.54;0.38;0.88;1.52;0.91;3.01
Price/Earnings;13.87;20.46;22.17;26.63;24.08;16.67;18.36;9.58;13.83;—;14.08;13.48;25.53
Price/Cash Flow;9.99;11.29;14.72;15.61;16.97;10.01;10.75;5.62;3.94;5.08;7.63;6.99;17.03
Price/Book;23.00;—;—;—;—;—;—;—;—;—;—;1,403.38;4.19
Price/Forward Earnings;14.12;14.33;21.14;25.97;24.69;17.01;17.70;9.29;7.79;13.23;12.77;13.42;—
PEG Ratio;0.99;1.15;1.92;2.16;2.24;2.19;3.78;1.89;3.04;—;1.01;3.40;—
Earnings Yield %;7.21;4.89;4.51;3.76;4.15;6.00;5.45;10.44;7.23;-2.04;7.10;4.88;—
Enterprise Value (Bil);15.00;17.56;22.51;29.56;32.19;23.90;22.05;12.58;13.79;17.37;25.19;16.97;—
Enterprise Value/EBIT;9.39;12.13;13.37;15.80;14.99;10.98;12.51;9.08;15.07;50.36;10.90;15.66;—
Enterprise Value/EBITDA;7.54;9.57;10.79;12.82;12.41;8.93;9.47;6.37;9.17;19.68;8.92;14.96;—
