Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.68;2.13;2.67;2.51;2.28;3.01;2.87;1.68;3.25;3.83;3.75;2.89;3.07
Price/Earnings;10.30;28.64;80.86;19.26;14.69;37.83;16.91;8.94;35.60;29.97;23.11;23.98;25.84
Price/Cash Flow;7.60;10.01;24.52;19.22;14.85;18.79;15.86;9.93;19.95;18.75;16.49;17.06;17.36
Price/Book;1.50;1.34;1.59;1.84;1.67;2.62;3.41;1.93;3.04;3.73;3.78;2.97;4.27
Price/Forward Earnings;19.80;15.20;22.68;17.67;16.29;16.50;14.20;8.29;16.98;17.06;16.61;15.97;—
PEG Ratio;1.65;1.27;1.89;1.47;1.36;1.38;1.18;0.69;—;—;—;1.23;—
Earnings Yield %;9.71;3.49;1.24;5.19;6.81;2.64;5.92;11.19;2.81;3.34;4.33;4.89;—
Enterprise Value (Bil);0.93;0.74;0.98;1.51;1.52;3.41;5.04;3.22;6.48;8.61;9.45;5.53;—
Enterprise Value/EBIT;4.57;9.89;27.80;11.73;8.68;26.40;12.01;6.17;25.63;23.31;18.29;17.61;—
Enterprise Value/EBITDA;4.30;8.30;18.74;10.22;7.70;19.12;9.99;5.35;18.38;18.11;15.46;13.76;—
