Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.05;1.11;2.28;2.43;3.34;3.62;3.90;5.11;6.13;5.03;6.09;4.92;3.07
Price/Earnings;14.05;—;—;63.10;—;432.60;40.64;73.63;58.73;13.77;309.71;119.06;25.84
Price/Cash Flow;7.37;6.40;13.78;16.54;34.66;35.43;33.78;50.70;54.78;33.27;32.99;47.96;17.36
Price/Book;0.67;1.13;2.42;2.62;3.87;4.55;4.49;5.90;6.50;3.27;3.92;5.05;4.27
Price/Forward Earnings;10.98;13.74;21.93;16.78;18.35;17.33;17.83;22.42;25.25;22.08;27.32;23.58;—
PEG Ratio;1.84;1.96;3.58;26.62;—;1.04;1.14;0.55;3.08;2.81;2.06;1.74;—
Earnings Yield %;7.12;-50.44;-1.25;1.58;-1.63;0.23;2.46;1.36;1.70;7.26;0.32;2.53;—
Enterprise Value (Bil);11.90;11.82;19.57;21.59;30.34;34.64;39.51;55.36;73.67;58.24;69.04;54.07;—
Enterprise Value/EBIT;10.94;—;195.72;66.86;—;—;38.55;34.88;54.70;1,119.93;119.24;144.70;—
Enterprise Value/EBITDA;7.70;—;38.68;28.60;—;65.86;24.91;25.57;36.71;68.68;40.78;37.57;—
