Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.18;0.16;0.24;0.29;0.32;0.42;0.48;0.33;0.40;0.37;0.41;0.38;1.50
Price/Earnings;6.88;5.85;8.89;11.38;10.70;14.29;16.90;10.92;13.28;15.00;13.06;13.45;24.83
Price/Cash Flow;7.17;3.37;6.33;6.29;7.65;7.06;8.58;7.85;7.09;3.70;4.36;7.13;11.13
Price/Book;0.69;0.60;0.87;1.08;1.08;1.31;1.45;1.01;1.21;1.09;1.26;1.17;1.87
Price/Forward Earnings;—;4.80;7.79;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.46;0.74;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.54;17.08;11.25;8.79;9.35;7.00;5.92;9.16;7.53;6.67;7.65;7.63;—
Enterprise Value (Mil);340.79;339.95;449.06;525.27;580.03;682.19;728.89;625.28;816.12;714.96;841.61;691.08;—
Enterprise Value/EBIT;6.09;6.69;8.82;9.72;11.55;13.16;15.00;11.24;13.21;13.53;11.84;12.65;—
Enterprise Value/EBITDA;4.16;4.40;5.65;6.26;7.08;8.39;9.36;7.08;8.00;6.65;6.52;7.65;—
