Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;11.96;12.80;10.41;13.01;13.53;12.13;11.60;10.64;12.64;9.64;13.16;11.43;3.07
Price/Earnings;84.26;50.14;227.37;35.91;33.72;25.75;27.92;29.11;29.04;34.43;36.95;28.92;25.84
Price/Cash Flow;29.41;24.58;22.43;23.79;23.64;21.85;20.49;18.45;21.86;17.77;24.51;20.29;17.36
Price/Book;2.99;2.27;1.81;2.39;2.57;2.42;2.38;2.32;2.73;2.10;2.77;2.40;4.27
Price/Forward Earnings;49.02;37.04;40.65;42.74;47.85;35.71;36.23;36.63;40.49;36.76;75.76;41.39;—
PEG Ratio;4.23;5.29;5.21;5.48;—;4.67;4.47;10.51;5.87;5.80;6.63;6.73;—
Earnings Yield %;1.17;1.99;0.44;2.78;2.97;3.88;3.58;3.44;3.44;2.90;2.71;3.50;—
Enterprise Value (Bil);15.55;16.63;21.29;27.38;31.21;31.08;31.73;31.58;36.74;30.04;37.09;32.46;—
Enterprise Value/EBIT;49.77;41.40;99.93;35.01;33.94;27.56;29.42;30.24;30.13;34.46;36.77;30.08;—
Enterprise Value/EBITDA;27.76;25.28;28.64;22.52;22.47;18.94;19.28;18.87;19.66;19.10;21.55;19.09;—
