Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;9.43;15.75;6.90;8.75;15.88;11.80;4.73;4.10;2.44;4.70;7.34;3.07
Price/Earnings;—;59.78;80.89;26.33;—;—;30.06;14.07;13.21;—;28.93;20.81;25.84
Price/Cash Flow;—;14.23;23.05;9.60;9.14;23.90;15.73;6.56;6.32;2.96;7.69;10.41;17.36
Price/Book;—;1.53;3.03;2.06;2.17;3.62;2.53;2.57;1.05;0.80;1.55;1.81;4.27
Price/Forward Earnings;—;18.94;30.12;24.81;80.65;32.79;23.64;11.59;10.17;9.40;10.31;20.83;—
PEG Ratio;—;—;—;0.73;3.90;0.66;0.64;0.99;1.38;1.04;0.46;1.24;—
Earnings Yield %;—;1.67;1.24;3.80;-6.08;-5.40;3.33;7.11;7.57;-55.54;-28.01;-6.63;—
Enterprise Value (Bil);—;0.68;2.89;3.95;4.91;9.44;13.62;17.05;19.43;13.41;24.04;14.28;—
Enterprise Value/EBIT;—;30.97;48.23;18.84;—;—;29.62;19.22;14.82;—;10.21;12.42;—
Enterprise Value/EBITDA;—;14.11;25.65;11.30;—;—;18.58;12.32;7.50;—;4.40;6.87;—
