Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.62;0.68;0.85;0.78;1.08;1.18;1.67;1.10;1.27;1.18;1.38;1.26;2.06
Price/Earnings;23.54;25.66;30.98;19.67;16.16;19.58;26.07;17.39;21.60;31.89;37.28;22.76;31.62
Price/Cash Flow;16.59;9.75;15.78;12.46;15.11;8.05;21.61;14.63;11.74;10.16;9.45;13.07;17.41
Price/Book;1.90;2.00;2.62;2.78;2.98;3.06;3.88;2.87;3.35;2.51;2.66;3.02;2.50
Price/Forward Earnings;11.57;11.92;15.95;11.36;—;14.25;19.76;15.13;23.09;24.10;25.32;18.59;—
PEG Ratio;1.93;0.79;1.06;0.76;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.25;3.90;3.23;5.08;—;5.11;3.84;5.75;4.63;3.14;2.68;4.61;—
Enterprise Value (Bil);0.79;0.93;1.19;1.32;—;1.80;2.41;1.97;2.58;2.08;2.11;2.11;—
Enterprise Value/EBIT;9.18;17.38;20.03;15.20;—;15.90;20.83;14.52;19.51;24.73;29.53;18.77;—
Enterprise Value/EBITDA;6.96;9.73;11.14;9.90;—;10.67;13.97;9.83;11.85;11.00;12.09;11.22;—
