Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.11;2.00;2.25;1.71;0.55;0.41;0.13;0.29;0.17;0.25;0.43;0.27;3.07
Price/Earnings;18.94;16.65;18.71;16.33;6.08;12.61;—;—;131.33;—;69.50;29.27;25.84
Price/Cash Flow;20.63;12.66;15.25;13.94;5.60;4.37;1.78;4.02;10.50;2.01;4.90;4.85;17.36
Price/Book;4.62;4.50;6.37;5.94;2.02;1.28;0.59;1.48;0.78;1.05;1.71;1.16;4.27
Price/Forward Earnings;14.31;15.20;16.10;14.29;10.17;14.95;-9.60;—;—;—;—;26.16;—
PEG Ratio;0.75;0.76;1.15;1.02;0.73;1.07;—;—;—;—;—;0.95;—
Earnings Yield %;5.28;6.00;5.34;6.12;16.44;7.93;-92.54;-17.10;0.76;-22.38;-4.92;-21.51;—
Enterprise Value (Bil);4.74;5.45;6.82;6.06;2.27;1.73;0.69;0.94;0.87;0.69;0.92;1.00;—
Enterprise Value/EBIT;10.79;10.96;12.20;10.73;4.93;10.28;—;21.60;12.42;—;9.75;11.89;—
Enterprise Value/EBITDA;9.72;9.69;10.71;9.18;4.15;6.51;—;8.54;6.58;—;34.92;6.72;—
