Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.53;0.48;0.44;0.44;0.27;0.50;0.62;0.48;0.31;0.37;0.45;1.06
Price/Earnings;3.45;14.73;12.53;5.75;8.80;6.50;14.97;7.91;6.78;8.08;12.85;8.80;22.79
Price/Cash Flow;4.76;4.38;4.64;3.13;3.64;1.58;6.29;4.16;3.23;2.03;2.58;3.71;6.13
Price/Book;6.62;4.32;3.61;2.21;2.12;1.06;1.68;1.65;1.04;0.58;0.58;1.27;1.77
Price/Forward Earnings;9.69;8.42;7.16;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.46;1.52;1.29;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;28.95;6.79;7.98;—;—;15.38;6.68;12.64;14.74;12.38;7.78;13.63;—
Enterprise Value (Mil);163.36;135.59;124.63;—;—;82.40;99.11;100.55;104.38;80.31;77.55;94.98;—
Enterprise Value/EBIT;5.87;9.56;10.55;—;—;8.17;18.47;8.40;8.73;12.70;15.53;10.98;—
Enterprise Value/EBITDA;5.20;7.81;8.15;—;—;6.48;14.02;7.53;7.09;8.11;9.22;8.56;—
