Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.54;0.96;0.67;0.61;0.64;0.59;0.49;0.52;0.74;1.01;0.59;3.01
Price/Earnings;61.00;24.34;24.08;17.75;59.56;19.75;16.78;16.77;16.66;13.30;10.66;16.38;25.53
Price/Cash Flow;8.85;7.00;15.65;7.90;9.41;9.76;7.93;6.09;6.26;5.07;4.76;7.16;17.03
Price/Book;0.97;1.40;2.51;1.72;1.62;1.70;1.64;1.32;1.43;1.88;2.93;1.63;4.19
Price/Forward Earnings;31.85;11.61;15.38;16.08;13.93;—;—;—;—;—;—;—;—
PEG Ratio;1.87;0.68;0.91;0.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.64;4.11;4.15;5.63;1.68;5.06;5.96;5.96;6.00;7.52;9.38;6.31;—
Enterprise Value (Mil);183.49;329.02;650.50;456.27;449.03;479.96;450.23;340.52;480.18;534.50;813.86;482.27;—
Enterprise Value/EBIT;37.78;14.10;13.64;9.85;17.10;11.30;9.81;8.15;14.82;29.23;12.53;16.59;—
Enterprise Value/EBITDA;8.13;7.70;9.49;6.65;8.77;6.78;5.90;4.72;8.74;14.28;9.92;8.08;—
