Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.99;1.67;1.42;1.34;1.40;1.91;1.56;2.33;2.71;3.15;1.88;3.01
Price/Earnings;2.82;20.22;8.04;22.73;10.68;17.86;23.31;19.78;21.30;45.57;111.10;27.92;25.53
Price/Cash Flow;1.75;8.93;23.60;14.44;12.75;15.18;17.44;13.57;18.88;14.87;17.48;15.39;17.03
Price/Book;0.43;3.07;3.52;2.84;2.38;2.34;2.85;2.37;3.25;3.30;3.72;2.71;4.19
Price/Forward Earnings;11.81;38.02;17.92;14.90;13.66;15.63;17.67;13.55;18.42;21.69;23.98;17.57;—
PEG Ratio;1.12;4.52;1.33;1.24;1.14;1.30;1.18;1.18;1.78;2.29;1.70;1.65;—
Earnings Yield %;35.49;4.94;12.44;4.40;9.36;5.60;4.29;5.05;4.69;2.19;0.90;4.88;—
Enterprise Value (Bil);2.28;1.58;3.44;3.09;2.75;3.16;4.49;3.85;6.15;6.09;7.23;4.50;—
Enterprise Value/EBIT;2.31;10.58;23.03;10.87;7.45;11.16;16.97;11.01;13.54;30.84;42.96;15.50;—
Enterprise Value/EBITDA;1.72;7.16;14.51;8.38;6.02;8.18;12.21;8.37;10.94;19.54;25.67;11.09;—
