Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.43;0.23;0.49;0.69;0.21;0.54;0.69;0.57;0.53;0.62;0.66;0.58;3.07
Price/Earnings;7.76;—;10.68;15.32;4.77;9.70;14.20;6.28;9.93;12.30;10.76;10.09;25.84
Price/Cash Flow;4.34;2.66;4.70;6.22;3.35;8.01;9.73;7.38;6.73;8.09;6.72;7.96;17.36
Price/Book;1.32;1.24;1.96;2.75;0.75;—;—;—;—;—;—;0.61;4.27
Price/Forward Earnings;5.71;3.79;7.63;10.08;7.32;9.30;11.51;9.14;9.13;9.23;8.42;9.65;—
PEG Ratio;0.72;—;—;2.61;—;—;2.91;2.00;—;1.14;1.32;—;—
Earnings Yield %;12.89;-44.98;9.36;6.53;20.95;10.31;7.04;15.93;10.07;8.13;9.29;10.72;—
Enterprise Value (Bil);73.70;44.90;63.83;77.99;28.15;25.86;34.24;31.89;30.46;33.97;40.34;32.17;—
Enterprise Value/EBIT;6.47;4.83;7.84;8.85;3.46;6.57;9.55;9.59;11.02;9.79;9.16;8.85;—
Enterprise Value/EBITDA;4.50;3.12;5.00;5.93;2.31;6.06;8.69;8.28;8.68;7.98;7.78;7.59;—
