Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.38;0.63;0.50;0.19;1.09;1.18;0.75;1.08;0.75;1.10;0.91;3.07
Price/Earnings;2.82;58.07;66.29;45.91;22.36;—;—;27.08;—;—;51.47;84.46;25.84
Price/Cash Flow;5.65;5.16;9.35;7.15;1.44;7.68;11.86;6.05;8.25;3.93;5.51;7.17;17.36
Price/Book;10.41;15.51;24.62;28.02;1.02;1.95;1.76;1.37;1.79;2.12;4.46;1.77;4.27
Price/Forward Earnings;28.17;28.57;30.40;32.26;10.67;-5,000.00;117.65;59.52;83.33;17.83;28.99;262.03;—
PEG Ratio;1.92;1.40;1.49;1.58;—;—;—;—;1.65;—;—;—;—
Earnings Yield %;35.43;1.72;1.51;2.18;4.47;-0.34;-5.53;3.69;-3.50;-29.72;1.94;-9.17;—
Enterprise Value (Bil);3.17;4.63;6.50;7.53;7.49;14.95;15.22;14.11;16.99;13.66;17.36;14.68;—
Enterprise Value/EBIT;10.83;13.17;19.99;12.01;14.28;59.18;62.29;31.70;48.13;—;14.09;40.57;—
Enterprise Value/EBITDA;6.67;8.43;11.26;7.90;6.99;14.31;14.62;11.21;13.27;—;8.37;11.95;—
