Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;0.08;0.08;0.24;0.36;0.12;0.10;0.16;0.06;0.12;0.13;3.07
Price/Earnings;—;—;83.57;61.29;16.88;26.58;54.88;—;6.65;—;24.64;21.73;25.84
Price/Cash Flow;—;—;1.76;2.15;3.48;9.18;1.45;1.68;1.77;0.79;2.04;2.16;17.36
Price/Book;—;—;—;5.12;1.21;1.99;1.36;1.84;1.60;1.11;1.48;1.63;4.27
Price/Forward Earnings;—;—;62.50;54.64;4.35;31.95;20.88;16.47;17.54;10.49;14.84;20.06;—
PEG Ratio;—;—;—;—;0.75;0.73;1.87;—;0.53;—;—;—;—
Earnings Yield %;—;—;1.20;1.63;5.93;3.76;1.82;-22.59;15.04;-32.31;4.06;-5.76;—
Enterprise Value (Bil);—;—;11.69;14.40;13.35;15.08;14.77;12.74;13.45;12.12;12.11;13.40;—
Enterprise Value/EBIT;—;—;6.53;8.27;8.37;11.21;10.97;7.15;3.73;—;11.02;8.51;—
Enterprise Value/EBITDA;—;—;5.35;6.71;6.60;8.33;7.80;5.51;3.22;—;6.87;6.23;—
